Motif_id	Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Feature_11	Feature_12	Feature_13	Feature_14	Feature_15	Feature_16	Feature_17	Feature_18	Feature_19	Feature_20	Feature_21	Feature_22	Feature_23	Feature_24	Feature_25	Feature_26	Feature_27	Feature_28	Feature_29	Feature_30	Feature_31	Feature_32	Feature_33	Feature_34	Feature_35	Feature_36	Feature_37	Feature_38	Feature_39	Feature_40	Feature_41	Feature_42	Feature_43	Feature_44	Feature_45	Feature_46	Feature_47	Feature_48	Feature_49	Feature_50	Feature_51	Feature_52	Feature_53	Feature_54	Feature_55	Feature_56	Feature_57	Feature_58	Feature_59	Feature_60	Feature_61	Feature_62	Feature_63	Feature_64	Feature_65	Feature_66	Feature_67	Feature_68	Feature_69	Feature_70	Feature_71	Feature_72	Feature_73	Feature_74	Feature_75	Feature_76	Feature_77	Feature_78	Feature_79	Feature_80	Feature_81	Feature_82	Feature_83	Feature_84	Feature_85	Feature_86	Feature_87	Feature_88	Feature_89	Feature_90	Feature_91	Feature_92	Feature_93	Feature_94	Feature_95	Feature_96	Feature_97	Feature_98	Feature_99	Feature_100	Feature_101	Feature_102	Feature_103	Feature_104	Feature_105	Feature_106	Feature_107	Feature_108	Feature_109	Feature_110	Feature_111	Feature_112	Feature_113	Feature_114	Feature_115	Feature_116	Feature_117	Feature_118	Feature_119	Feature_120	Feature_121	Feature_122	Feature_123	Feature_124	Feature_125	Feature_126	Feature_127	Feature_128	Family_label	Cluster_id
3IWN_A:51-54_71-72	-0.00376	-0.026281	3.171249	2.211949	0.927528	0.716913	-0.009757	1.813023	0.924152	-0.01726	-0.004131	0.530129	-0.026593	0.723425	-0.020988	1.870069	0.223156	-0.014769	-0.000425	3.717833	-0.037547	-0.01102	-0.019765	1.370396	1.534485	0.346467	-0.007286	0.764366	3.691517	-0.008271	-0.00248	-0.013445	-0.012367	2.215743	1.123649	-0.001332	-0.007703	0.102575	0.746296	-0.004269	0.168242	1.127573	2.124622	-0.004526	-0.003947	2.66836	-0.008185	-0.020722	2.473227	2.742476	-0.024649	-0.002382	-0.034678	2.018184	2.043203	0.338516	-0.029	-0.004825	-0.00019	2.501923	-0.006265	2.464501	0.326564	3.356809	1.592428	2.104274	0.681823	-0.038941	3.056073	-0.021447	0.112863	-0.002903	-0.00865	-0.014901	-0.008425	-0.004153	1.020722	-0.007724	-0.022205	3.402808	1.616729	-0.000803	0.445701	-0.011117	1.998448	0.127243	-0.003552	-0.015728	-0.009482	-0.009137	-0.01042	0.052439	-0.014459	-0.009365	-0.02825	-0.020093	-0.001791	-0.015689	1.084251	2.883735	0.441533	0.307411	-0.016467	0.543534	-0.013674	-0.004954	1.506847	-0.019996	2.490357	0.531265	-0.01799	-0.011939	-0.01222	2.142885	4.288637	-0.01033	2.231236	-0.004303	0.450551	-0.01706	0.5175	-0.022304	-0.01195	-0.018991	3.571134	-0.005251	0.439902	0.668407	IL	10
6HA1_a:1139-1142_1151-1152	-0.00934	-0.016603	1.787068	3.022474	1.235924	1.015462	-0.004213	1.538709	0.599174	0.027349	-0.009141	0.187111	-0.027652	1.195241	-0.01411	1.094554	-0.01368	-0.016861	-0.006956	1.921843	-0.024025	-0.017954	-0.014349	-0.015649	1.155584	1.154218	-0.01313	-0.010908	3.11156	-0.000369	-0.018938	-0.012208	-0.015835	3.059828	2.53485	-0.006675	-0.012443	-0.007268	0.735276	-0.001913	-0.005555	0.693299	1.309442	-0.011602	-0.004314	2.521792	-0.000037	-0.016538	0.847827	2.40227	-0.021741	-0.005422	-0.014469	0.810033	1.049736	1.18698	-0.032225	-0.016044	0.545101	2.85164	-0.012554	1.118843	-0.013538	0.904529	0.534304	0.245361	0.8733	-0.026902	1.032795	-0.025161	-0.012993	-0.001993	-0.010794	-0.024842	-0.007797	-0.014056	2.004415	-0.002227	-0.016541	3.25278	1.184354	-0.012724	0.045121	-0.010949	1.711158	-0.004099	-0.028594	-0.006754	-0.008267	0.079854	-0.017598	0.670116	-0.016582	-0.012115	-0.025823	-0.01516	-0.011617	-0.01798	0.589021	1.901333	-0.003406	-0.011589	-0.020681	-0.013964	-0.019061	-0.003711	1.162144	-0.021261	1.552025	-0.002642	-0.010692	-0.012128	-0.008088	1.866423	2.78449	-0.009853	0.531277	-0.018511	0.363667	-0.0195	-0.013614	-0.023128	-0.008711	-0.009172	1.822397	-0.005257	-0.008195	1.926581	IL	199
4LVW_A:5-9_77-84	0.424577	0.832004	-0.020958	-0.017517	-0.001313	-0.01865	-0.003582	-0.023573	-0.009538	-0.015451	2.237783	-0.007176	1.662097	-0.023538	0.977117	0.037789	0.687206	-0.009723	0.511721	-0.020423	0.30804	0.969828	1.503653	-0.028771	-0.009572	-0.002729	-0.013334	1.057318	-0.003846	2.056768	0.740431	0.422322	1.697985	-0.024714	-0.010094	-0.003644	1.493737	-0.007701	-0.027267	-0.029574	-0.009609	-0.017684	-0.006186	-0.022796	0.201322	-0.019103	-0.010156	1.754217	-0.000119	-0.009828	2.998076	-0.008996	0.050374	-0.007453	-0.019243	-0.000186	3.405449	-0.031047	-0.01079	-0.006466	-0.018445	-0.022864	1.710495	0.688162	-0.000936	1.224612	-0.001368	1.943364	0.419784	1.438055	-0.037883	0.134598	0.187056	-0.013967	-0.007218	0.142299	-0.026024	3.31664	3.39402	-0.016639	-0.000041	-0.02548	-0.011151	1.095042	-0.001935	-0.003462	-0.003488	0.039284	0.246749	-0.025165	1.868064	0.782769	3.217078	-0.035991	1.847089	-0.002965	-0.01016	1.823877	1.742536	-0.025228	1.755116	-0.020525	2.115384	-0.019061	-0.010694	0.824054	-0.03311	3.113364	-0.004634	-0.005133	1.341964	0.778624	1.965789	-0.009101	-0.019995	0.97262	-0.016568	-0.021932	0.035406	2.089168	0.366952	3.849707	-0.025904	2.705375	-0.032037	2.70263	-0.017567	1.247006	IL	25
5XXB_1:895-899_1021-1028	-0.002544	2.460036	-0.005118	-0.012217	-0.012371	-0.01195	-0.013151	-0.012048	-0.015562	1.336278	1.775238	-0.021236	-0.020032	-0.02703	3.176905	-0.018843	-0.0016	-0.011891	-0.009767	-0.018791	2.611571	0.46896	-0.003951	-0.024721	-0.017553	-0.014726	-0.018084	-0.007538	-0.016562	-0.005171	-0.018658	-0.010286	-0.004242	-0.019828	-0.010165	-0.00633	0.49071	-0.014112	-0.023211	-0.024419	-0.014874	-0.012011	-0.00209	-0.008099	-0.014498	-0.002583	-0.021473	-0.012253	-0.015317	-0.023624	-0.010922	-0.009418	0.212209	-0.002322	-0.027071	-0.004601	3.71916	-0.025563	0.163387	-0.012514	-0.015195	-0.011652	-0.012061	-0.016195	-0.000097	-0.005566	-0.011563	4.087625	-0.002003	-0.00862	-0.010617	0.999023	-0.009176	-0.008119	-0.000571	-0.006058	-0.019315	1.550763	5.346178	-0.018523	0.056096	-0.005783	-0.011142	-0.015847	-0.0116	-0.012826	-0.026757	2.746573	-0.002759	-0.005495	-0.010441	2.046908	-0.007261	-0.019104	0.565397	1.162732	-0.015254	3.77342	1.312371	-0.006059	-0.004922	-0.01836	-0.002644	-0.017229	-0.01388	-0.004305	-0.010976	-0.00829	-0.012352	-0.002044	-0.009797	0.146202	-0.011971	-0.016083	-0.024663	1.047449	-0.033108	-0.014864	0.379737	0.925995	-0.007049	3.20379	-0.006356	2.279503	-0.020006	-0.013374	-0.008098	-0.017276	IL	20
3J7A_A:881-883_919-921	-0.00376	-0.026281	3.171248	2.21195	0.927528	0.716913	-0.009757	1.813024	0.924152	-0.01726	-0.004131	0.530128	-0.026594	0.723424	-0.020988	1.87007	0.223155	-0.014769	-0.000425	3.717833	-0.037547	-0.01102	-0.019765	1.370396	1.534485	0.346467	-0.007286	0.764366	3.691516	-0.008271	-0.00248	-0.013445	-0.012367	2.215743	1.12365	-0.001332	-0.007703	0.102575	0.746296	-0.004269	0.168241	1.127573	2.124622	-0.004526	-0.003947	2.668361	-0.008185	-0.020722	2.473227	2.742476	-0.024649	-0.002382	-0.034678	2.018184	2.043204	0.338516	-0.029	-0.004825	-0.00019	2.501923	-0.006265	2.464501	0.326564	3.356809	1.592427	2.104274	0.681823	-0.038941	3.056073	-0.021447	0.112863	-0.002903	-0.00865	-0.014901	-0.008425	-0.004153	1.020722	-0.007724	-0.022205	3.402809	1.616729	-0.000803	0.445701	-0.011117	1.998448	0.127243	-0.003552	-0.015728	-0.009482	-0.009137	-0.01042	0.052439	-0.014459	-0.009365	-0.02825	-0.020093	-0.001791	-0.015689	1.084251	2.883735	0.441534	0.30741	-0.016467	0.543534	-0.013674	-0.004954	1.506848	-0.019996	2.490357	0.531266	-0.01799	-0.011939	-0.01222	2.142885	4.288638	-0.01033	2.231237	-0.004303	0.450551	-0.01706	0.5175	-0.022304	-0.01195	-0.018991	3.571133	-0.005251	0.439901	0.668407	IL	10
5V93_a:241-246_276-283	-0.01347	2.838859	-0.001364	-0.011827	0.91608	-0.010156	0.012043	-0.000538	-0.008362	4.60264	1.625029	-0.019981	0.02519	-0.021571	2.928983	-0.013186	-0.007034	-0.001906	0.354448	-0.017236	1.799434	1.631764	1.224164	-0.025739	-0.017928	0.460127	-0.01249	-0.001678	-0.015557	-0.008214	-0.014033	-0.005847	-0.010231	-0.02357	-0.004846	0.009347	1.349281	-0.022513	-0.013738	-0.007155	-0.01175	-0.00284	0.126592	-0.014806	-0.006289	-0.015771	-0.011534	-0.014588	-0.0067	-0.008006	1.452011	0.581618	1.569076	-0.014054	-0.008488	-0.006305	3.308812	-0.007464	-0.001059	-0.002849	-0.007191	1.268117	-0.017735	-0.006685	-0.012173	-0.014561	-0.012207	2.560337	-0.00856	-0.010212	-0.028705	1.001123	0.550173	-0.007558	-0.008396	0.791871	0.061057	1.257226	3.08618	-0.006647	1.001175	-0.014061	-0.012392	-0.008776	-0.002475	1.199468	-0.013611	2.186696	-0.002093	0.891589	-0.007779	2.890652	-0.005661	-0.002836	0.772698	2.138552	-0.027595	3.04042	2.420495	-0.007507	1.738281	-0.029508	-0.013289	-0.001023	0.322555	1.347949	0.248052	-0.003586	-0.009601	-0.011448	1.372513	0.820614	-0.006342	-0.009171	-0.015666	1.427833	-0.012502	-0.012196	0.367331	2.429884	-0.022156	5.858601	1.775021	1.663927	-0.02248	-0.003442	-0.01507	-0.018262	IL	237
4V8P_D1:2388-2390_2973-2974	-0.012417	-0.023739	2.882528	2.436187	0.853549	1.192729	-0.000812	2.288712	1.296558	-0.000655	-0.002843	0.705484	-0.030413	1.161035	-0.014337	1.780296	-0.007437	-0.008556	0.277629	2.177479	-0.029153	-0.019351	-0.01253	-0.013997	1.809465	1.42842	-0.009489	-0.009375	3.327109	-0.006463	-0.015824	-0.005601	-0.022782	2.808884	1.848669	-0.001588	-0.011944	-0.001984	1.286056	0.272377	-0.002285	0.893327	1.482244	-0.000072	-0.000806	2.913114	-0.000893	-0.012625	1.576485	2.688145	-0.020864	0.138564	-0.019009	0.80757	1.654257	0.778076	-0.029466	-0.012463	0.79286	2.943327	-0.017242	1.261462	-0.014872	2.268993	0.870442	-0.005042	0.228078	-0.028822	1.859005	-0.021847	-0.011483	0.225909	-0.005661	-0.011495	-0.004313	-0.005626	1.623672	0.441999	-0.016396	2.849092	1.318272	-0.003277	0.108125	-0.010778	1.883447	-0.001453	-0.024271	-0.018722	-0.006152	-0.004078	-0.013133	0.462544	-0.014155	-0.010729	-0.022744	-0.017735	-0.008855	-0.017193	0.765098	2.070069	0.620065	-0.002462	-0.017719	-0.018884	-0.010825	-0.000938	2.050606	-0.018146	1.944177	-0.004017	-0.014879	-0.005057	-0.008955	1.83872	2.753931	-0.008239	1.441095	-0.008841	0.483539	-0.018687	-0.007613	-0.021227	-0.007771	-0.013519	1.780823	-0.003712	0.222766	1.474681	IL	106
6AZ3_8:74-80_100-105	-0.011153	2.565343	-0.000008	-0.013825	0.023341	0.694524	-0.010701	4.007942	-0.019042	2.283345	1.099806	-0.004844	0.140374	-0.020859	4.78771	-0.020155	-0.000597	1.743173	-0.000516	-0.013747	2.482204	3.185885	-0.005724	1.419257	-0.019618	-0.017423	-0.008332	-0.020473	-0.025392	-0.010347	-0.015605	-0.010559	-0.001141	-0.03127	-0.009708	0.408095	0.441637	-0.008037	-0.009957	-0.013438	-0.012794	2.48378	2.008374	-0.004935	-0.007803	-0.006539	-0.001864	-0.000866	0.171688	-0.021518	-0.001222	-0.018586	0.91364	-0.016032	-0.008822	-0.013478	7.123718	2.578924	1.521737	-0.023752	0.785782	1.657324	-0.012778	-0.021219	-0.008922	-0.008177	-0.026555	4.126521	-0.009255	-0.007065	1.2147	0.423074	0.262287	4.040258	-0.006557	3.750644	0.875299	0.918118	4.283045	-0.019707	1.970999	0.279003	0.062783	-0.011617	-0.011552	2.781714	1.204302	-0.000802	0.360596	0.854055	0.078542	2.195574	-0.011209	3.269559	1.730808	-0.005941	-0.021107	3.338651	2.239432	-0.004185	0.151635	-0.025359	-0.018753	1.177942	3.873494	-0.001811	1.498684	-0.010068	-0.008407	-0.000397	-0.00374	-0.008947	-0.012474	-0.009182	-0.01683	0.609039	1.912643	2.257206	1.592046	1.774362	-0.017937	5.358802	3.033393	2.587029	-0.026882	-0.016513	-0.014	-0.015119	IL	162
5J7L_AA:504-511_540-541	0.447135	0.090915	-0.023893	-0.008242	-0.006032	-0.010363	-0.000751	-0.026924	-0.008725	0.451507	-0.018627	3.104242	-0.006503	-0.002419	-0.028857	-0.002542	1.478035	3.197256	-0.008845	-0.008354	0.568658	-0.000282	-0.010157	0.89474	-0.009724	-0.003507	1.659011	1.690645	1.333775	-0.016948	1.925916	-0.006919	0.180825	-0.016241	-0.001034	0.643727	3.273667	1.216182	-0.009172	-0.003823	0.39971	0.185054	-0.027601	0.694982	-0.007454	-0.010257	0.920768	-0.019384	1.358539	-0.02584	-0.002011	-0.005263	-0.011637	0.233726	1.183268	-0.01098	-0.02097	2.424645	-0.016176	-0.006335	2.22563	0.997972	2.129076	-0.000451	0.076507	0.936528	-0.003137	-0.005583	-0.001046	0.659125	2.756233	0.374695	-0.008698	-0.013159	-0.018892	2.446336	1.335819	-0.01472	-0.014572	1.657811	-0.001916	2.956734	1.809071	-0.002732	-0.015781	2.640971	1.565745	0.409201	-0.002224	-0.001394	0.08497	-0.0225	-0.005194	0.898175	-0.008198	0.842365	1.492436	-0.011667	-0.021845	-0.003721	-0.020732	0.181785	-0.008077	4.719582	0.14717	-0.013557	0.519426	-0.011454	1.27518	0.883355	-0.022252	2.51759	-0.025424	-0.001498	1.507605	-0.019701	0.028166	2.971583	0.847272	-0.000956	1.770788	-0.003014	0.908483	1.252393	1.101538	-0.008803	3.419619	-0.014099	IL	90
2HW8_B:10-13_22-29	0.06306	1.623901	-0.005895	-0.004919	-0.010603	-0.012077	-0.006737	-0.010605	-0.008616	0.019508	1.102148	0.728369	0.916204	-0.02081	0.345769	-0.009991	-0.002495	2.07084	0.343478	-0.012186	1.447998	0.243843	-0.000932	-0.033073	-0.012515	-0.005745	1.599198	0.099825	-0.000324	-0.002256	0.877801	-0.026751	1.873176	-0.017868	-0.010116	0.988416	3.246613	-0.007016	-0.024677	-0.008858	-0.007407	-0.004065	1.15846	-0.006699	0.034296	-0.000893	-0.011803	-0.002981	-0.001915	-0.009792	2.311016	-0.005762	1.219311	-0.012761	-0.007546	-0.014017	2.022424	-0.010253	0.266925	-0.007662	-0.00013	1.781442	0.837789	0.672757	1.15158	1.269046	-0.00816	1.745865	0.409601	-0.003416	-0.006583	1.992889	0.485826	-0.009202	-0.000024	0.963661	-0.002297	3.651198	-0.007006	-0.004786	1.174251	0.824319	-0.009437	0.683731	0.794151	1.654719	1.794588	0.876186	-0.013067	-0.011806	0.216649	0.791199	1.748883	-0.004198	1.54155	2.17754	0.025531	1.856731	0.287646	-0.013246	1.147131	-0.017818	0.024908	0.217292	2.283494	-0.002726	0.821695	2.292971	-0.024206	-0.006001	0.418365	2.82475	1.328031	-0.003997	-0.005503	0.395647	0.378703	-0.006314	-0.001141	0.74585	0.392024	4.156834	-0.004441	2.198806	-0.0294	1.988023	0.716607	-0.018222	IL	392
5OPT_E:58-63_84-86	-0.01302	-0.02138	2.651529	2.3729	0.923283	0.304061	-0.015255	2.654007	1.284867	-0.016618	0.01341	0.213668	-0.030317	0.207859	-0.009281	1.64801	-0.007971	-0.009661	-0.015225	2.922175	-0.029638	-0.020704	-0.023229	-0.012884	2.039281	0.37313	-0.005595	-0.007599	4.015165	-0.008446	-0.012798	-0.015061	-0.0165	2.352333	1.495784	-0.00267	-0.004066	-0.006438	0.099183	-0.01129	-0.013595	1.025363	1.299585	-0.005494	-0.014395	2.183736	-0.016085	-0.009222	2.078486	2.617428	-0.024758	-0.013219	-0.016279	0.98972	1.748104	0.926116	-0.025459	-0.022291	-0.003852	3.175735	-0.01766	1.935325	-0.011753	3.236735	1.639787	-0.001283	0.383874	-0.025859	2.016059	-0.025474	-0.025592	-0.002642	-0.011347	-0.027825	-0.007876	-0.003054	1.571743	0.318038	-0.001773	4.739584	1.751608	-0.008524	0.123221	-0.026551	2.258796	-0.000708	-0.015028	-0.007257	-0.00847	-0.008636	-0.011482	1.477202	-0.013459	-0.031993	-0.026205	-0.024362	-0.010867	-0.010872	1.754719	2.344196	-0.000107	-0.010892	-0.024031	-0.008059	-0.0108	-0.00374	1.949455	-0.018923	2.235429	0.43242	-0.016238	-0.001137	-0.007853	1.207513	3.128862	-0.013139	0.178904	-0.015292	2.563554	-0.015432	-0.008099	-0.016151	-0.017546	-0.003189	2.452541	-0.005485	-0.008207	1.430385	IL	166
5V93_a:144-149_164-170	-0.00941	0.593502	1.61224	1.314254	-0.005431	1.146316	-0.020031	3.649874	-0.016699	1.552033	-0.003969	-0.003797	-0.021884	0.106064	3.778117	-0.021043	-0.013522	0.536946	-0.015459	0.558515	1.139361	1.016361	-0.020719	1.075379	-0.012084	-0.016219	-0.001246	-0.03504	-0.006155	-0.007488	-0.032744	-0.013759	-0.006476	0.787683	0.710757	1.141852	0.264468	-0.023171	1.477774	1.456258	-0.000409	4.172182	3.902258	-0.017726	-0.009592	3.974603	1.285092	0.523479	-0.004966	-0.008221	-0.026197	-0.011289	2.117554	-0.008424	-0.011731	-0.001867	4.52077	1.855258	4.156266	-0.007573	-0.001653	2.385629	-0.026718	-0.020459	-0.006124	-0.018538	-0.00528	2.432106	-0.008542	-0.01721	3.173871	-0.002014	-0.008617	3.612101	1.329521	2.170131	2.844008	1.76648	0.716959	-0.005826	1.167034	0.28257	-0.011181	-0.019359	0.835185	1.93472	2.294413	0.169217	0.418285	0.94438	-0.015122	0.922805	0.039669	4.203185	0.561949	-0.013047	-0.019415	1.96807	2.257098	0.602513	-0.009338	-0.002725	-0.029714	0.737974	2.317223	-0.002504	2.853056	-0.016631	-0.00598	0.100893	-0.009119	-0.011847	-0.002727	-0.002159	-0.00107	-0.018268	0.676232	0.195184	2.291519	1.897247	-0.020078	1.793451	3.464944	5.463448	0.662591	-0.008064	-0.004541	-0.014579	IL	47
6AZ1_1:2088-2089_2133-2135	-0.00431	-0.025042	3.374985	2.352181	1.017673	0.533733	-0.01193	2.350365	0.45425	-0.017374	-0.003239	0.277549	-0.025279	0.637778	-0.019805	2.32132	0.148607	-0.010624	-0.004513	3.663432	-0.036886	-0.013487	-0.023309	1.450225	1.592393	0.187561	-0.006707	0.941644	3.72048	-0.008189	-0.001698	-0.01704	-0.011036	2.210567	0.629876	0.06349	-0.005995	0.262697	0.644381	-0.004472	-0.003156	1.325445	2.507962	-0.012233	-0.003673	2.578776	-0.012671	-0.018261	3.036789	3.457739	-0.021069	-0.007165	-0.032292	2.036879	1.705213	0.60842	-0.02344	-0.005775	-0.000281	2.594764	-0.003957	2.885813	0.676332	3.920823	1.398062	2.956008	0.901241	-0.03737	3.541284	-0.022862	0.151604	-0.002148	-0.009396	-0.015134	-0.012348	-0.001759	1.066754	-0.00206	-0.023656	3.537522	2.016032	-0.008192	0.16002	-0.012021	2.156015	0.485114	-0.002036	-0.013875	-0.012273	-0.011011	-0.008604	0.36394	-0.010788	-0.009967	-0.027705	-0.015555	-0.001426	-0.011776	1.357992	3.102826	0.923685	-0.002081	-0.016426	0.476123	-0.015514	-0.005112	2.008696	-0.019644	2.380465	0.808832	-0.019568	-0.010818	-0.011118	1.99406	4.560115	-0.009355	2.744222	-0.001803	0.889854	-0.015384	0.267512	-0.018628	-0.01091	-0.019239	4.031811	-0.000914	0.324463	0.460748	IL	125
6AZ3_1:417-420_431-444	0.18554	4.309566	-0.017038	1.36946	-0.02501	-0.004044	2.592653	2.452851	-0.004184	-0.002951	2.343398	-0.037204	3.815117	-0.027063	1.713144	-0.002481	-0.015572	-0.000377	0.614647	-0.023329	4.797319	1.465392	-0.005966	-0.061109	-0.02065	1.943677	-0.021149	-0.013325	-0.023434	3.430731	-0.001827	-0.00717	-0.002875	-0.014268	0.460806	-0.024647	-0.022224	0.505789	-0.014381	-0.004212	-0.03538	0.86976	-0.022372	1.7915	2.276393	-0.054544	-0.024073	1.721256	-0.031616	-0.000617	2.16067	2.329397	1.298288	-0.021439	-0.014436	0.075153	0.958561	-0.006344	-0.003666	0.736901	-0.023556	-0.045806	0.955339	-0.039184	-0.030617	-0.012273	1.075319	4.432268	-0.037492	-0.014422	-0.009623	2.727212	-0.001281	-0.011682	2.307622	-0.028977	-0.011605	0.280145	2.766109	-0.032496	2.393139	-0.009676	-0.007087	2.234242	0.840902	-0.002779	0.79838	5.780763	0.274688	0.399165	1.788917	1.946847	2.078015	-0.002225	2.229903	1.882092	-0.014243	0.019277	3.042008	-0.010718	1.442158	-0.0232	2.847224	-0.038589	-0.001877	1.676844	-0.023606	2.847564	-0.018338	-0.011389	2.430615	0.805369	1.395185	1.634134	-0.015877	2.575076	-0.047509	0.47218	2.726365	-0.002043	-0.002391	0.246996	-0.01361	0.199293	-0.063588	3.734842	-0.023684	5.502032	IL	68
6AZ1_1:50-52_471-472	-0.00431	-0.025042	3.374985	2.352181	1.017672	0.533733	-0.01193	2.350365	0.45425	-0.017374	-0.003239	0.277549	-0.025279	0.637778	-0.019805	2.321321	0.148607	-0.010624	-0.004513	3.663432	-0.036886	-0.013487	-0.023309	1.450225	1.592394	0.187561	-0.006706	0.941644	3.72048	-0.008189	-0.001698	-0.01704	-0.011036	2.210567	0.629876	0.06349	-0.005995	0.262697	0.644381	-0.004472	-0.003156	1.325445	2.507962	-0.012233	-0.003673	2.578776	-0.012671	-0.018261	3.036789	3.457739	-0.021069	-0.007165	-0.032292	2.036879	1.705213	0.60842	-0.02344	-0.005775	-0.000281	2.594765	-0.003957	2.885813	0.676332	3.920823	1.398062	2.956008	0.901241	-0.03737	3.541284	-0.022862	0.151604	-0.002148	-0.009396	-0.015134	-0.012348	-0.001759	1.066754	-0.00206	-0.023656	3.537523	2.016033	-0.008192	0.16002	-0.012021	2.156016	0.485114	-0.002036	-0.013875	-0.012273	-0.011011	-0.008604	0.36394	-0.010788	-0.009967	-0.027705	-0.015555	-0.001426	-0.011776	1.357992	3.102826	0.923685	-0.002081	-0.016426	0.476123	-0.015514	-0.005112	2.008695	-0.019644	2.380466	0.808832	-0.019568	-0.010818	-0.011118	1.99406	4.560117	-0.009355	2.744222	-0.001803	0.889854	-0.015384	0.267512	-0.018628	-0.01091	-0.019239	4.031811	-0.000914	0.324463	0.460748	IL	125
3J79_A:988-990_1008-1009	-0.007224	-0.019993	4.117083	2.556539	1.084633	0.505122	-0.016052	3.039685	0.032292	-0.007693	0.230902	-0.003283	-0.027373	0.672545	-0.009997	1.515224	-0.006611	-0.01106	-0.010283	3.366095	-0.033228	-0.013775	-0.024431	0.437422	1.138088	-0.00243	-0.008232	0.04677	3.355201	-0.012362	-0.009208	-0.015768	-0.014256	2.747096	0.545373	0.178522	-0.006912	-0.006135	0.925598	-0.001997	-0.00751	1.854807	3.435105	-0.020825	-0.005717	3.173931	-0.011597	-0.013554	2.716233	3.704823	-0.01918	-0.011235	-0.022878	1.750967	0.976089	0.86922	-0.015554	-0.006536	0.694437	2.415577	-0.009647	3.528382	-0.004382	3.616802	1.181591	2.499427	0.762786	-0.028076	3.356466	-0.030328	-0.002964	0.304061	-0.008151	-0.008365	-0.010259	-0.003474	1.450908	0.958468	-0.019666	3.061811	2.162575	-0.014796	-0.00489	-0.017444	2.594318	0.492184	-0.006255	-0.015901	-0.012944	-0.009985	-0.016017	1.090968	-0.010053	-0.003344	-0.023869	-0.015722	-0.011769	-0.004132	2.117016	3.272718	1.6174	-0.005759	-0.025637	-0.006299	-0.01283	-0.00368	2.687744	-0.021497	1.819008	0.692922	-0.018996	-0.011869	-0.008914	1.992158	4.161668	-0.008672	2.727525	-0.005816	1.415249	-0.013019	-0.002755	-0.010337	-0.00437	-0.01356	3.547179	-0.003372	-0.001133	0.270301	IL	311
4V91_1:32-37_46-52	-0.011596	1.609474	0.585746	0.561457	1.113151	1.060662	-0.006686	3.753934	-0.008734	1.58285	1.556761	-0.004356	-0.006621	0.755777	3.719975	-0.027711	-0.019226	1.021856	-0.005153	-0.016291	1.91406	2.132136	-0.019684	0.117764	-0.008357	-0.004224	0.371177	-0.034106	-0.026216	-0.006224	-0.025711	1.06618	0.201003	0.082129	1.454106	1.19322	0.713935	-0.01723	1.292057	1.80695	-0.012506	4.371453	2.977642	-0.010286	0.403777	3.114529	3.010538	2.997273	-0.010896	0.073264	-0.009684	-0.008242	2.610312	-0.019296	-0.010423	-0.013428	4.536971	2.347367	4.890386	-0.013586	-0.000785	2.35229	-0.026412	-0.012263	-0.007042	-0.029507	-0.018621	2.65531	-0.014921	0.516595	2.484097	0.4362	0.458131	4.589044	1.443606	3.452469	2.074991	0.091359	1.983125	-0.009304	0.434093	0.039455	-0.015963	-0.003125	2.24722	1.601439	1.722792	-0.004103	1.317054	0.688465	0.353876	1.467481	0.796582	3.527055	1.684016	-0.007134	-0.028461	0.962856	2.181299	-0.015239	1.495834	-0.007652	-0.023854	-0.00257	2.510551	1.642616	3.219518	-0.008671	-0.020278	-0.009075	0.125449	0.567857	0.387459	0.022344	-0.007919	-0.009624	2.007695	1.722697	1.43485	-0.002953	-0.026508	3.170193	4.857517	3.467684	-0.018839	-0.002351	-0.006765	0.051167	IL	397
6D9J_2:437-439_454-456	-0.004993	-0.030684	2.079247	1.690758	0.730494	0.936564	-0.004549	0.92633	0.895578	-0.009167	-0.007929	0.660457	-0.018837	1.024	-0.028533	2.088382	0.779793	-0.00841	0.088162	2.659901	-0.036251	-0.010875	-0.010909	0.846019	1.61891	0.536782	-0.004707	0.474892	3.214331	-0.001656	0.122989	-0.001183	-0.007063	1.708316	1.110262	0.109519	-0.007021	0.968361	0.886038	0.154628	0.387987	0.561937	0.597084	0.054713	0.159101	1.733558	0.099269	-0.012442	2.005159	1.767332	-0.01814	-0.000385	-0.036164	1.550704	2.055922	0.423063	-0.031848	-0.00249	-0.004762	2.11457	0.12439	0.678239	1.162203	2.648824	0.254056	1.577662	1.14891	-0.043249	2.525954	-0.014759	-0.000411	-0.00753	-0.00605	-0.014325	-0.014737	0.215042	0.860179	-0.014298	-0.023994	3.328497	0.763449	0.420853	1.422153	0.028609	0.940005	0.297455	-0.003074	-0.013232	-0.006122	-0.00343	-0.004207	-0.010203	-0.013024	-0.002621	-0.02695	-0.010789	0.492603	-0.018893	0.148955	1.893556	-0.002537	0.877709	-0.012091	0.709728	-0.019483	-0.006676	0.82039	-0.019188	2.873191	0.237534	-0.020388	-0.007704	-0.014542	1.296221	4.124937	-0.007877	2.044205	0.463643	-0.001569	-0.013223	0.912498	-0.022466	-0.009991	-0.020433	2.785949	-0.000913	1.516591	0.683507	IL	13
